date,symbol,close,sma_5,sma_20,sma_50,ema_12,ema_26,rsi,BB_Middle,BB_Upper,BB_Lower,macd,macd_signal,macd_histogram,atr,daily_return,realized_volatility,downside_deviation,max_drawdown,volume
2023-10-23 00:00:00-04:00,AAPL,171.32188415527344,,,,171.32188415527344,171.32188415527344,,,,,0.0,0.0,0.0,,,,,0.0,
2023-10-24 00:00:00-04:00,AAPL,171.75765991210938,,,,171.38892657940204,171.354163840965,,,,,0.034762738437052576,0.0069525476874105156,0.027810190749642062,,0.0025436082435386087,,,0.0,
2023-10-25 00:00:00-04:00,AAPL,169.4403533935547,,,,171.08914608927168,171.21240010411978,,,,,-0.12325401484810072,-0.019088764819691736,-0.10416525002840898,,-0.013491721532189471,,,-0.0134917215321895,
2023-10-26 00:00:00-04:00,AAPL,165.2711944580078,,,,170.1940766075388,170.7723107970004,,,,,-0.5782341894615968,-0.13091784974807275,-0.447316339713524,,-0.02460546647859785,,,-0.037765217908888433,
2023-10-27 00:00:00-04:00,AAPL,166.58827209472656,168.87587280273436,,,169.63933745172153,170.46238200423937,,,,,-0.8230445525178425,-0.2693431903020267,-0.5537013622158158,,0.007969190523720693,,,-0.03009698560185354,
2023-10-30 00:00:00-04:00,AAPL,168.63818359375,168.3391326904297,,,169.48531378126438,170.32725619605498,,,,,-0.8419424147905943,-0.38386303519974024,-0.45807937959085404,,0.012305256986264945,,,-0.01816207975793133,
2023-10-31 00:00:00-04:00,AAPL,169.11355590820312,167.81031188964843,,,169.4281202623319,170.2373524710289,,,,,-0.8092322086970114,-0.4689368698991945,-0.3402953387978169,,0.0028188889628832925,,,-0.015394387681220577,
2023-11-01 00:00:00-04:00,AAPL,172.28250122070312,168.3787414550781,,,169.867255794389,170.3888449710048,,,,,-0.5215891766158052,-0.4794673312425166,-0.04212184537328856,,0.018738564720501394,,,0.0,
2023-11-02 00:00:00-04:00,AAPL,175.84759521484375,170.4940216064453,,,170.7873080129205,170.7931968409188,,,,,-0.005888827998290935,-0.3847516305936715,0.3788628025953806,,0.020693302969716942,,,0.0,
2023-11-03 00:00:00-04:00,AAPL,174.9364776611328,172.16366271972657,,,171.42564180495316,171.10010653130502,,,,,0.3255352736481427,-0.2426942497453087,0.5682295233934515,,-0.005181290950255879,,,-0.005181290950255928,
2023-11-06 00:00:00-05:00,AAPL,177.49148559570312,173.9343231201172,,,172.35884854199162,171.57354201755672,,,,,0.7853065244349011,-0.03709409490926674,0.8224006193441679,,0.014605346859215773,,,0.0,
2023-11-07 00:00:00-05:00,AAPL,180.05636596679688,176.12288513183594,,,173.54308199196166,172.20189934713005,,,,,1.3411826448316049,0.2385612530389076,1.1026213917926972,,0.01445072343884779,,,0.0,
2023-11-08 00:00:00-05:00,AAPL,181.11598205566406,177.88958129882812,,,174.70814354022357,172.8622017699844,,,,,1.8459417702391647,0.560037356478959,1.2859044137602056,,0.005884913222466093,,,0.0,
2023-11-09 00:00:00-05:00,AAPL,180.640625,178.8481872558594,,,175.6208329955738,173.4383812685041,68.58943100567078,,,,2.1824517270697186,0.8845202305971109,1.2979314964726076,3.2453581229275943,-0.00262460027143252,,,-0.0026246002714325153,
2023-11-10 00:00:00-05:00,AAPL,184.8351287841797,180.82791748046876,,,177.03841696305165,174.28258478818378,73.09235963423703,,,,2.7558321748678622,1.2587826194512612,1.497049555416601,3.268405585475993,0.023220157615041925,,,0.0,
2023-11-13 00:00:00-05:00,AAPL,183.24856567382812,181.97933349609374,,,177.99382445701727,174.94673152045374,68.89335575911817,,,,3.04709293656353,1.6164446828737151,1.4306482536898149,3.266486925602954,-0.008583666539947021,,,-0.008583666539947025,
2023-11-14 00:00:00-05:00,AAPL,185.8664093017578,183.14134216308594,,,179.20499135620813,175.75559654129108,76.74343151283885,,,,3.449394814917042,1.9830347092823808,1.4663601056346613,3.3035771675147987,0.014285752351204106,,,0.0,
2023-11-15 00:00:00-05:00,AAPL,186.4315948486328,184.2044647216797,,,180.31677650888884,176.5464112307238,89.03200202651355,,,,3.7703652781650305,2.340500823058911,1.4298644551061197,3.0455815527424295,0.003040815976368405,,,0.0,
2023-11-16 00:00:00-05:00,AAPL,188.11734008789062,185.6998077392578,,,181.51686321335063,177.4035170719954,89.17917306958583,,,,4.113346141355237,2.695069886718176,1.4182762546370609,3.103860642393595,0.009042164986178935,,,0.0,
2023-11-17 00:00:00-05:00,AAPL,188.0974884033203,186.35227966308594,177.0549331665039,,182.52926708873056,178.19566309653797,88.23784802907706,177.0549331665039,192.11458173181086,161.99528460119694,4.333603992192593,3.0227767078130596,1.3108272843795334,3.023390759796119,-0.00010552820149933861,,,-0.00010552820149932781,-0.689145324417861
2023-11-20 00:00:00-05:00,AAPL,189.8427276611328,187.67111206054688,177.98097534179686,,183.65441486910015,179.0584086198413,88.79694949311482,177.98097534179686,193.81415553030496,162.14779515328877,4.596006249258863,3.3374226161022205,1.258583633156643,2.96842531266697,0.009278376190065662,0.19052647570883186,0.09946114008870428,0.0,-1.0352586763263962
2023-11-21 00:00:00-05:00,AAPL,189.03952026367188,188.30573425292968,178.845068359375,,184.48289262211117,179.797750223088,84.40977596741344,178.845068359375,195.12811864700188,162.56201807174813,4.685142399023164,3.6069665726864093,1.0781758263367545,2.8037768373990724,-0.004230909486797163,0.19328353245276253,0.09905412730583454,-0.004230909486797166,-1.7143390775098033
2023-11-22 00:00:00-05:00,AAPL,189.70388793945312,188.96019287109374,179.8582450866699,,185.286122670933,180.53153820207802,82.3013300627184,179.8582450866699,196.1989527898864,163.51753738345343,4.754584468854972,3.836490151920122,0.9180943169348499,2.696470684197706,0.003514438011980703,0.18087815177129213,0.0912653254499966,-0.0007313407439420849,-1.4178210128183732
2023-11-24 00:00:00-05:00,AAPL,188.37515258789062,189.01175537109376,181.01344299316406,,185.76135804277266,181.11254667510119,80.72946796862843,181.01344299316406,196.24087656361692,165.7860094227112,4.64881136767147,3.998954395070392,0.6498569726010786,2.5438704496711244,-0.007004259986419403,0.14986288828231759,0.04246115299497037,-0.007730478229652246,-2.239238392457878
2023-11-27 00:00:00-05:00,AAPL,188.19667053222656,189.031591796875,182.09386291503907,,186.13602150268864,181.6372965904438,77.4638701792653,182.09386291503907,196.0227956259131,168.16493020416505,4.498724912244825,4.098908498505279,0.39981641373954613,2.441469898302531,-0.000947481943409656,0.15211250936234738,0.04218309259908713,-0.008670635684525372,-0.9254593502433467
2023-11-28 00:00:00-05:00,AAPL,188.8015594482422,188.82335815429687,183.10203170776367,,186.54610426354304,182.1679827280585,74.94409476166393,183.10203170776367,195.79419125356176,170.40987216196558,4.378121535484553,4.154751105901133,0.22337042958341957,2.3150100113482517,0.0032141318669718366,0.1506573771766589,0.04218309259908713,-0.005484372384014092,-1.005968822678106
2023-11-29 00:00:00-05:00,AAPL,187.78018188476562,188.5714904785156,184.0353630065918,,186.73596235911575,182.58370118411085,69.04998896461962,184.0353630065918,195.02787077863192,173.0428552345517,4.152261175004895,4.1542531197218855,-0.001991944716990268,2.4044273781851166,-0.005409794105840304,0.15550204101299236,0.04407264221655683,-0.010864497164457145,-0.6713340972289252
2023-11-30 00:00:00-05:00,AAPL,188.35531616210938,188.30177612304686,184.8390037536621,,186.9850937134225,183.01122821951816,71.92779298643711,184.8390037536621,194.48082925140997,175.19717825591422,3.973865493904327,4.118175594558374,-0.1443101006540468,2.3918939755544204,0.0030628060510491384,0.14726363703991416,0.04407264221655683,-0.007834966961065008,-0.23568156719706157
2023-12-01 00:00:00-05:00,AAPL,189.6344757080078,188.55364074707032,185.52834777832032,,187.3926909433587,183.5018391445915,66.35124850279479,185.52834777832032,194.40445426210076,176.6522412945399,3.8908517987672155,4.072710835400143,-0.18185903663292713,2.2452761682885796,0.006791204899136094,0.13473648094185814,0.04407264221655683,-0.0010969709279395072,-0.37511980657179445
2023-12-04 00:00:00-05:00,AAPL,187.83969116210938,188.48224487304688,186.17350845336915,,187.4614602077819,183.8231615162595,65.42302022271022,186.17350845336915,193.55855685794302,178.7884600487953,3.638298691522408,3.985828406624596,-0.3475297151021879,2.3586012774654272,-0.009464442260288086,0.13930977893093782,0.0506811950147146,-0.010551030970218863,-0.48524561813717304
2023-12-05 00:00:00-05:00,AAPL,191.79617309570312,189.08116760253907,186.88874282836915,,188.12833911361594,184.41375496658867,68.2761974365269,186.88874282836915,193.4592606684197,180.3182249883186,3.714584147027267,3.9315795547051304,-0.2169954076778633,2.4761750797656714,0.02106307729274981,0.14770817299844377,0.0506811950147146,0.0,1.5815497060422323
2023-12-06 00:00:00-05:00,AAPL,190.70542907714844,189.6662170410156,187.42119598388672,,188.52481449262095,184.87980490070422,62.75908564972987,187.42119598388672,193.35559508612673,181.4867968816467,3.6450095919167325,3.874265562147451,-0.22925597023071864,2.5179653999158274,-0.005686995735886935,0.14595936874080284,0.05183310884795542,-0.00568699573588689,-0.6239491180927109
2023-12-07 00:00:00-05:00,AAPL,192.63905334472656,190.52296447753906,187.99734954833986,,189.1577743160218,185.45456404470588,63.30222515497977,187.99734954833986,193.5813953275962,182.4133037690835,3.7032102713159247,3.840054503981146,-0.13684423266522128,2.4988397088253214,0.01013932470058787,0.1478754107538195,0.05183310884795542,0.0,0.01693994604858179
2023-12-08 00:00:00-05:00,AAPL,194.06695556640625,191.40946044921876,188.66866607666014,,189.91303296992712,186.09251897223922,66.21773883974653,188.66866607666014,193.73284051488022,183.60449163844007,3.820513997687897,3.8361464027224965,-0.015632405034599728,2.5349631438065887,0.00741231955248689,0.14698439084348394,0.052384218085681326,0.0,0.6062499461108765
2023-12-11 00:00:00-05:00,AAPL,191.5581817626953,192.15315856933594,189.00481872558595,,190.16613278419914,186.49738288264336,54.47486490703503,189.00481872558595,193.8868193654841,184.1228180856878,3.6687499015557705,3.8026671024891514,-0.1339172009333809,2.6815780339619186,-0.01292736208690859,0.13887186987758876,0.06433797327164593,-0.012927362086908608,1.4437863278541059
2023-12-12 00:00:00-05:00,AAPL,193.0753631591797,192.40899658203125,189.49615859985352,,190.6137066880423,186.9846406809053,60.14967424247657,189.49615859985352,193.8927542691586,185.09956293054844,3.6290660071369985,3.767946883418721,-0.13888087628172263,2.7679893924671473,0.007920211929991483,0.13476249514190722,0.06109147151123024,-0.005109537604341185,0.5385315434794438
2023-12-13 00:00:00-05:00,AAPL,196.29808044433594,193.52752685546875,190.01774215698242,,191.4882257274721,187.67452510782607,64.69295069381971,190.01774215698242,195.03283152905692,185.00265278490792,3.8137006196460277,3.7770976306641826,0.03660298898184511,2.838818850309999,0.016691499279995137,0.13775498323072788,0.06109147151123024,0.0,2.1103701060970095
2023-12-14 00:00:00-05:00,AAPL,196.4468231201172,194.28908081054686,190.51850357055665,,192.2510868648021,188.32432496058837,68.98323757711037,190.51850357055665,196.00389500875744,185.03311213235585,3.92676190421372,3.8070304853740904,0.11973141883962946,2.9379797136683306,0.0007577388196795543,0.13793364970350985,0.06109147151123024,0.0,1.5996898311483982
2023-12-15 00:00:00-05:00,AAPL,195.91136169433594,194.6579620361328,190.9082046508789,,192.81420606934577,188.88632768160673,67.8440590390276,190.9082046508789,196.76985899570425,185.04655030605355,3.9278783877390424,3.831200065847081,0.09667832189196135,2.911772276010946,-0.0027257321715701277,0.1370289605953467,0.060500328100180946,-0.0027257321715701286,3.5957391217409436
2023-12-18 00:00:00-05:00,AAPL,194.24545288085938,195.19541625976564,191.21560287475586,,193.03439788650172,189.2832999185884,62.002590455684704,191.21560287475586,197.1014008922832,185.3298048572285,3.7510979679133243,3.81517964626033,-0.06408167834700551,3.018015982921333,-0.008503380299483276,0.14194903269211076,0.06349935578196891,-0.011205934533804026,0.14882274377278285
